cites_id;species_kingdom;species_class;species_family;name;sub_species;scientific_name;cites_status;countries
65584;Animalia;Mammalia;Bovidae;nayaur;Pseudois nayaur;(Hodgson, 1833);III;Bhutan,China,India,Myanmar,Nepal,Pakistan,Tajikistan
10395;Animalia;Mammalia;Bovidae;nghetinhensis;Pseudoryx nghetinhensis;Dung, Giao, Chinh, Touc, Arctander & MacKinnon, 1993;I;Lao People's Democratic Republic,Viet Nam
12328;Animalia;Mammalia;Bovidae;pyrenaica;ornata;Rupicapra pyrenaica ornata;SUBSPECIES;IT
9751;Animalia;Mammalia;Bovidae;borealis;Saiga borealis;(Tschersky, 1876);II;Mongolia
8765;Animalia;Mammalia;Bovidae;tatarica;Saiga tatarica;(Linnaeus, 1766);II;Kazakhstan,Russian Federation,Turkmenistan,Uzbekistan
9831;Animalia;Mammalia;Bovidae;quadricornis;Tetracerus quadricornis;(de Blainville, 1816);III;India,Nepal
10716;Animalia;Mammalia;Camelidae;guanicoe;Lama guanicoe;(P. L. S. Müller, 1776);II;Argentina,Bolivia (Plurinational State of),Chile,Paraguay,Peru
3436;Animalia;Mammalia;Camelidae;vicugna;Vicugna vicugna;(Molina, 1782);I/II;Argentina,Bolivia (Plurinational State of),Chile,Peru
4889;Animalia;Mammalia;Cervidae;calamianensis;Axis calamianensis;(Heude, 1888);I;Philippines
10380;Animalia;Mammalia;Cervidae;kuhlii;Axis kuhlii;(Temminck, 1836);I;Indonesia
3218;Animalia;Mammalia;Cervidae;porcinus;Axis porcinus;(Zimmermann, 1780);III;Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Pakistan,Thailand,Viet Nam
12317;Animalia;Mammalia;Cervidae;porcinus;annamiticus;Axis porcinus annamiticus;SUBSPECIES;KH,CN,LA,TH,VN
3625;Animalia;Mammalia;Cervidae;dichotomus;Blastocerus dichotomus;(Illiger, 1815);I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru
12260;Animalia;Mammalia;Cervidae;elaphus;bactrianus;Cervus elaphus bactrianus;SUBSPECIES;AF,KZ,KG,TJ,TM,UZ
12327;Animalia;Mammalia;Cervidae;elaphus;barbarus;Cervus elaphus barbarus;SUBSPECIES;DZ,MA,TN
12225;Animalia;Mammalia;Cervidae;elaphus;hanglu;Cervus elaphus hanglu;SUBSPECIES;IN,PK
12218;Animalia;Mammalia;Cervidae;dama;mesopotamica;Dama dama mesopotamica;I;Iran (Islamic Republic of),Iraq
9206;Animalia;Mammalia;Cervidae;antisensis;Hippocamelus antisensis;(d'Orbigny, 1834);I;Argentina,Bolivia (Plurinational State of),Chile,Ecuador,Peru
10636;Animalia;Mammalia;Cervidae;bisulcus;Hippocamelus bisulcus;(Molina, 1782);I;Argentina,Chile
12217;Animalia;Mammalia;Cervidae;temama;cerasina;Mazama temama cerasina;SUBSPECIES;BZ,CR,SV,GT,HN,NI,PA
8941;Animalia;Mammalia;Cervidae;crinifrons;Muntiacus crinifrons;(Sclater, 1885);I;China,Myanmar
5052;Animalia;Mammalia;Cervidae;vuquanghensis;Muntiacus vuquanghensis;(Tuoc, Dung, Dawson, Arctander & MacKinnon, 1994);I;Lao People's Democratic Republic,Viet Nam
12333;Animalia;Mammalia;Cervidae;virginianus;mayensis;Odocoileus virginianus mayensis;SUBSPECIES;GT
8832;Animalia;Mammalia;Cervidae;bezoarticus;Ozotoceros bezoarticus;(Linnaeus, 1758);I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay
5742;Animalia;Mammalia;Cervidae;mephistophiles;Pudu mephistophiles;(de Winton, 1896);II;Colombia,Ecuador,Peru
10291;Animalia;Mammalia;Cervidae;puda;Pudu puda;(Molina, 1782);I;Argentina,Chile
10612;Animalia;Mammalia;Cervidae;duvaucelii;Rucervus duvaucelii;(G. Cuvier, 1823);I;Bhutan,India,Nepal
4547;Animalia;Mammalia;Cervidae;eldii;Rucervus eldii;(McClelland, 1842);I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar
11049;Animalia;Mammalia;Hippopotamidae;liberiensis;Hexaprotodon liberiensis;(Morton, 1849);II;Côte d'Ivoire,Guinea,Liberia,Sierra Leone
9229;Animalia;Mammalia;Hippopotamidae;amphibius;Hippopotamus amphibius;Linnaeus, 1758;II;Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Swaziland,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe
4120;Animalia;Mammalia;Moschidae;anhuiensis;Moschus anhuiensis;Wang, Hu & Yan, 1982;II;China
9114;Animalia;Mammalia;Moschidae;berezovskii;Moschus berezovskii;Flerov, 1929;II;China,Viet Nam
9271;Animalia;Mammalia;Moschidae;chrysogaster;Moschus chrysogaster;(Hodgson, 1839);I/II;Bhutan,China,India,Nepal
8689;Animalia;Mammalia;Moschidae;cupreus;Moschus cupreus;Grubb, 1982;I;Afghanistan,India,Pakistan
9694;Animalia;Mammalia;Moschidae;fuscus;Moschus fuscus;Li, 1981;I/II;Bhutan,China,India,Myanmar,Nepal
10323;Animalia;Mammalia;Moschidae;leucogaster;Moschus leucogaster;Hodgson, 1839;I;Bhutan,India,Nepal
5311;Animalia;Mammalia;Moschidae;moschiferus;Moschus moschiferus;Linnaeus, 1758;II;China,Democratic People's Republic of Korea,Kazakhstan,Mongolia,Republic of Korea,Russian Federation
3372;Animalia;Mammalia;Suidae;babyrussa;Babyrousa babyrussa;(Linnaeus, 1758);I;Indonesia
8703;Animalia;Mammalia;Suidae;bolabatuensis;Babyrousa bolabatuensis;Hoojer, 1950;I;Indonesia
7226;Animalia;Mammalia;Suidae;celebensis;Babyrousa celebensis;(Deninger, 1909);I;Indonesia
6992;Animalia;Mammalia;Suidae;togeanensis;Babyrousa togeanensis;(Sody, 1949);I;Indonesia
7791;Animalia;Mammalia;Suidae;salvanius;Sus salvanius;(Hodgson, 1847);I;Bhutan,India,Nepal
8725;Animalia;Mammalia;Tayassuidae;wagneri;Catagonus wagneri;(Rusconi, 1930);I;Argentina,Bolivia (Plurinational State of),Paraguay
8246;Animalia;Mammalia;Tayassuidae;tajacu;Pecari tajacu;(Linnaeus, 1758);II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,United States of America,Uruguay,Venezuela (Bolivarian Republic of)
5827;Animalia;Mammalia;Tayassuidae;pecari;Tayassu pecari;(Link, 1795);II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of)
7583;Animalia;Mammalia;Ailuridae;fulgens;Ailurus fulgens;F. G. Cuvier, 1825;I;Bhutan,China,India,Myanmar,Nepal
9412;Animalia;Mammalia;Canidae;aureus;Canis aureus;Linnaeus, 1758;III;Afghanistan,Albania,Algeria,Armenia,Austria,Azerbaijan,Bangladesh,Bhutan,Bosnia and Herzegovina,Bulgaria,Burkina Faso,Cambodia,Cameroon,Chad,Croatia,Djibouti,Egypt,Eritrea,Ethiopia,Former Serbia and Montenegro,Georgia,Greece,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Lao People's Democratic Republic,Lebanon,Libya,Mali,Mauritania,Montenegro,Morocco,Myanmar,Nepal,Niger,Nigeria,Oman,Pakistan,Romania,Saudi Arabia,Senegal,Slovakia,Slovenia,Somalia,South Sudan,Sri Lanka,Sudan,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Togo,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Viet Nam,Western Sahara,Yemen
4442;Animalia;Mammalia;Canidae;lupus;Canis lupus;Linnaeus, 1758;I/II;Afghanistan,Albania,Armenia,Azerbaijan,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Canada,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Estonia,Finland,Former Serbia and Montenegro,France,Georgia,Germany,Greece,Greenland,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Libya,Lithuania,Mexico,Mongolia,Montenegro,Nepal,Norway,Oman,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Slovakia,Slovenia,Spain,Sweden,Syrian Arab Republic,Tajikistan,The former Yugoslav Republic of Macedonia,Turkey,Turkmenistan,Ukraine,United States of America,Uzbekistan,Yemen
5656;Animalia;Mammalia;Canidae;thous;Cerdocyon thous;(Linnaeus, 1766);II;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,French Guiana [FR],Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of)
6975;Animalia;Mammalia;Canidae;brachyurus;Chrysocyon brachyurus;(Illiger, 1815);II;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Paraguay,Peru
5289;Animalia;Mammalia;Canidae;alpinus;Cuon alpinus;(Pallas, 1811);II;Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Indonesia,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Malaysia,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Tajikistan,Thailand,Uzbekistan,Viet Nam
8023;Animalia;Mammalia;Canidae;culpaeus;Lycalopex culpaeus;(Molina, 1782);II;Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru
7195;Animalia;Mammalia;Canidae;fulvipes;Lycalopex fulvipes;(Martin, 1837);II;Chile
8142;Animalia;Mammalia;Canidae;griseus;Lycalopex griseus;(Gray, 1837);II;Argentina,Chile,Falkland Islands (Malvinas),Peru
8201;Animalia;Mammalia;Canidae;gymnocercus;Lycalopex gymnocercus;(G. Fischer, 1814);II;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay
7041;Animalia;Mammalia;Canidae;venaticus;Speothos venaticus;(Lund, 1842);I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of)
7752;Animalia;Mammalia;Canidae;bengalensis;Vulpes bengalensis;(Shaw, 1800);III;Bangladesh,Bhutan,India,Nepal,Pakistan
9199;Animalia;Mammalia;Canidae;cana;Vulpes cana;Blanford, 1877;II;Afghanistan,Egypt,Iran (Islamic Republic of),Israel,Jordan,Oman,Pakistan,Saudi Arabia,Tajikistan,Turkmenistan,United Arab Emirates,Uzbekistan,Yemen
12245;Animalia;Mammalia;Canidae;vulpes;griffithi;Vulpes vulpes griffithi;SUBSPECIES;AF,PK
12177;Animalia;Mammalia;Canidae;vulpes;montana;Vulpes vulpes montana;SUBSPECIES;BT,CN,IN,NP,PK
12174;Animalia;Mammalia;Canidae;vulpes;pusilla;Vulpes vulpes pusilla;SUBSPECIES;IN,IR,IQ,PK
8895;Animalia;Mammalia;Canidae;zerda;Vulpes zerda;(Zimmermann, 1780);II;Algeria,Chad,Egypt,Iraq,Israel,Kuwait,Libya,Mali,Mauritania,Morocco,Niger,Oman,Saudi Arabia,Sudan,Tunisia,Western Sahara
9088;Animalia;Mammalia;Eupleridae;ferox;Cryptoprocta ferox;Bennett, 1833;II;Madagascar
7930;Animalia;Mammalia;Eupleridae;goudotii;Eupleres goudotii;Doyère, 1835;II;Madagascar
8387;Animalia;Mammalia;Eupleridae;fossana;Fossa fossana;(P. L. S. Müller, 1776);II;Madagascar
8935;Animalia;Mammalia;Felidae;jubatus;Acinonyx jubatus;(Schreber, 1775);I;Algeria,Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Eritrea,Ethiopia,Iran (Islamic Republic of),Kenya,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Somalia,South Africa,South Sudan,Sudan,Swaziland,Togo,Uganda,United Republic of Tanzania,Western Sahara,Zambia,Zimbabwe
4645;Animalia;Mammalia;Felidae;caracal;Caracal caracal;(Schreber, 1776);I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe
5147;Animalia;Mammalia;Felidae;badia;Catopuma badia;(Gray, 1874);II;Brunei Darussalam,Indonesia,Malaysia
8985;Animalia;Mammalia;Felidae;temminckii;Catopuma temminckii;(Vigors & Horsfield, 1827);I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam
11144;Animalia;Mammalia;Felidae;bieti;Felis bieti;Milne-Edwards, 1892;II;China
9395;Animalia;Mammalia;Felidae;chaus;Felis chaus;Schreber, 1777;II;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Egypt,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Lao People's Democratic Republic,Lebanon,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Sri Lanka,Syrian Arab Republic,Tajikistan,Thailand,Turkey,Turkmenistan,Uzbekistan,Viet Nam
7334;Animalia;Mammalia;Felidae;manul;Felis manul;Pallas, 1776;II;Afghanistan,Armenia,Azerbaijan,China,India,Iran (Islamic Republic of),Kazakhstan,Kyrgyzstan,Mongolia,Pakistan,Russian Federation,Tajikistan,Turkmenistan,Uzbekistan
9009;Animalia;Mammalia;Felidae;margarita;Felis margarita;Loche, 1858;II;Algeria,Chad,Egypt,Iran (Islamic Republic of),Israel,Jordan,Kazakhstan,Kuwait,Lebanon,Morocco,Niger,Oman,Pakistan,Qatar,Saudi Arabia,Senegal,South Sudan,Turkmenistan,United Arab Emirates,Uzbekistan,Yemen
6355;Animalia;Mammalia;Felidae;nigripes;Felis nigripes;Burchell, 1824;I;Botswana,Namibia,South Africa,Zimbabwe
7300;Animalia;Mammalia;Felidae;silvestris;Felis silvestris;Schreber, 1777;II;Afghanistan,Albania,Algeria,Angola,Armenia,Austria,Azerbaijan,Belarus,Belgium,Benin,Bosnia and Herzegovina,Botswana,Bulgaria,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,China,Congo,Croatia,Czech Republic,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Former Serbia and Montenegro,France,Gambia,Georgia,Germany,Ghana,Greece,Guinea,Guinea Bissau,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lebanon,Lesotho,Libya,Luxembourg,Malawi,Mali,Mauritania,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Poland,Portugal,Republic of Moldova,Romania,Russian Federation,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Slovakia,Slovenia,Somalia,South Africa,South Sudan,Spain,Sudan,Swaziland,Switzerland,Syrian Arab Republic,Tajikistan,The former Yugoslav Republic of Macedonia,Togo,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uzbekistan,Western Sahara,Yemen,Zambia,Zimbabwe
3072;Animalia;Mammalia;Felidae;braccatus;Leopardus braccatus;(Cope, 1889);II;Brazil,Paraguay,Uruguay
3049;Animalia;Mammalia;Felidae;colocolo;Leopardus colocolo;(Molina, 1782);II;Argentina,Chile,Peru
3167;Animalia;Mammalia;Felidae;geoffroyi;Leopardus geoffroyi;(d'Orbigny & Gervais, 1844);I;Argentina,Bolivia (Plurinational State of),Brazil,Chile,Paraguay,Uruguay
7534;Animalia;Mammalia;Felidae;guigna;Leopardus guigna;(Molina, 1782);II;Argentina,Chile
6408;Animalia;Mammalia;Felidae;jacobitus;Leopardus jacobitus;(Cornalia, 1865);I;Argentina,Bolivia (Plurinational State of),Chile,Peru
9189;Animalia;Mammalia;Felidae;pajeros;Leopardus pajeros;(Desmarest, 1816);II;Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru
10120;Animalia;Mammalia;Felidae;pardalis;Leopardus pardalis;(Linnaeus, 1758);I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,United States of America,Uruguay,Venezuela (Bolivarian Republic of)
3399;Animalia;Mammalia;Felidae;tigrinus;Leopardus tigrinus;(Schreber, 1775);I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of)
4427;Animalia;Mammalia;Felidae;wiedii;Leopardus wiedii;(Schinz, 1821);I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of)
9160;Animalia;Mammalia;Felidae;serval;Leptailurus serval;(Schreber, 1776);II;Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Djibouti,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Malawi,Mali,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Swaziland,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe
7928;Animalia;Mammalia;Felidae;canadensis;Lynx canadensis;Kerr, 1792;II;Canada,United States of America
7414;Animalia;Mammalia;Felidae;lynx;Lynx lynx;(Linnaeus, 1758);II;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belarus,Bhutan,Bosnia and Herzegovina,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Estonia,Finland,Former Serbia and Montenegro,France,Georgia,Germany,Greece,Hungary,India,Iran (Islamic Republic of),Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Mongolia,Montenegro,Nepal,Norway,Pakistan,Poland,Romania,Russian Federation,Slovakia,Spain,Sweden,Tajikistan,The former Yugoslav Republic of Macedonia,Turkey,Turkmenistan,Ukraine,Uzbekistan
8879;Animalia;Mammalia;Felidae;pardinus;Lynx pardinus;(Temminck, 1827);I;Portugal,Spain
4992;Animalia;Mammalia;Felidae;rufus;Lynx rufus;(Schreber, 1777);II;Canada,Mexico,United States of America
10199;Animalia;Mammalia;Felidae;nebulosa;Neofelis nebulosa;(Griffith, 1821);I;Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Taiwan, Province of China,Thailand,Viet Nam
6353;Animalia;Mammalia;Felidae;leo;Panthera leo;(Linnaeus, 1758);II;Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Ethiopia,Guinea,India,Kenya,Malawi,Mali,Mozambique,Namibia,Niger,Nigeria,Senegal,Somalia,South Africa,South Sudan,Sudan,Swaziland,Uganda,United Republic of Tanzania,Zambia,Zimbabwe
12268;Animalia;Mammalia;Felidae;leo;persica;Panthera leo persica;SUBSPECIES;AF,GR,IN,IR,IQ,IL,JO,KW,LB,LY,PK,SA,SY,TR
6385;Animalia;Mammalia;Felidae;onca;Panthera onca;(Linnaeus, 1758);I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of)
8619;Animalia;Mammalia;Felidae;pardus;Panthera pardus;(Linnaeus, 1758);I;Afghanistan,Algeria,Angola,Armenia,Azerbaijan,Bangladesh,Benin,Bhutan,Botswana,Burkina Faso,Burundi,Cambodia,Cameroon,Central African Republic,Chad,China,Congo,Côte d'Ivoire,Democratic People's Republic of Korea,Democratic Republic of the Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Georgia,Ghana,Guinea,Guinea Bissau,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kenya,Lao People's Democratic Republic,Lebanon,Lesotho,Liberia,Malawi,Malaysia,Mali,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Oman,Pakistan,Republic of Korea,Russian Federation,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sri Lanka,Sudan,Tajikistan,Thailand,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Viet Nam,Yemen,Zambia,Zimbabwe
6047;Animalia;Mammalia;Felidae;tigris;Panthera tigris;(Linnaeus, 1758);I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Russian Federation,Thailand,Viet Nam
7454;Animalia;Mammalia;Felidae;marmorata;Pardofelis marmorata;(Martin, 1837);I;Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam
10598;Animalia;Mammalia;Felidae;bengalensis;Prionailurus bengalensis;(Kerr, 1792);II;Afghanistan,Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,Democratic People's Republic of Korea,Hong Kong, SAR,India,Indonesia,Japan,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Philippines,Republic of Korea,Russian Federation,Singapore,Taiwan, Province of China,Thailand,Viet Nam
12271;Animalia;Mammalia;Felidae;bengalensis;bengalensis;Prionailurus bengalensis bengalensis;SUBSPECIES;BD,KH,CN,IN,LA,MM,PK,TH,VN
5764;Animalia;Mammalia;Felidae;iriomotensis;Prionailurus iriomotensis;Imaizumi, 1967;II;Japan
9833;Animalia;Mammalia;Felidae;planiceps;Prionailurus planiceps;(Vigors & Horsfield , 1827);I;Brunei Darussalam,Indonesia,Malaysia,Myanmar,Thailand
9151;Animalia;Mammalia;Felidae;rubiginosus;Prionailurus rubiginosus;(I. Geoffroy Saint-Hilaire, 1831);I/II;India,Sri Lanka
8400;Animalia;Mammalia;Felidae;viverrinus;Prionailurus viverrinus;(Bennett, 1833);II;Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Sri Lanka,Taiwan, Province of China,Thailand,Viet Nam
5607;Animalia;Mammalia;Felidae;aurata;Profelis aurata;(Temminck, 1827);II;Angola,Benin,Burundi,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Rwanda,Sierra Leone,Togo,Uganda
