cites_id;species_kingdom;species_class;species_family;name;sub_species;scientific_name;cites_status;countries
20957;Plantae;Orchidaceae;hirsuta;Seidenf.;SPECIES;II;Orchidaceae spp.;
19778;Plantae;Orchidaceae;hololeuca;Rchb.f.;SPECIES;II;Orchidaceae spp.;
16100;Plantae;Orchidaceae;hoshii;S.Kobay.;SPECIES;II;Orchidaceae spp.;
14901;Plantae;Orchidaceae;humbertii;H.Perrier;SPECIES;II;Orchidaceae spp.;
28997;Plantae;Orchidaceae;hyacinthina;Schltr.;SPECIES;II;Orchidaceae spp.;
21437;Plantae;Orchidaceae;imthurnii;Kores;SPECIES;II;Orchidaceae spp.;
22993;Plantae;Orchidaceae;inflata;Schltr.;SPECIES;II;Orchidaceae spp.;
28751;Plantae;Orchidaceae;izu-insularis;(Satomi) Ohwi & Satomi;SPECIES;II;Orchidaceae spp.;
17734;Plantae;Orchidaceae;johorensis;Holttum;SPECIES;II;Orchidaceae spp.;
22559;Plantae;Orchidaceae;jusnerii;Boxall ex Náves;SPECIES;II;Orchidaceae spp.;
29257;Plantae;Orchidaceae;kaniensis;Schltr.;SPECIES;II;Orchidaceae spp.;
25496;Plantae;Orchidaceae;kemulense;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
16731;Plantae;Orchidaceae;kinabaluensis;Rolfe;SPECIES;II;Orchidaceae spp.;
22015;Plantae;Orchidaceae;labellicauda;Gilli;SPECIES;II;Orchidaceae spp.;
20822;Plantae;Orchidaceae;labrosa;(Rchb.f.) Rchb.f.;SPECIES;II;Orchidaceae spp.;
27154;Plantae;Orchidaceae;lacerata;Ames;SPECIES;II;Orchidaceae spp.;
17776;Plantae;Orchidaceae;laxiflora;Makino;SPECIES;II;Orchidaceae spp.;
13909;Plantae;Orchidaceae;lechangensis;Z.H.Tsi;SPECIES;II;Orchidaceae spp.;
20233;Plantae;Orchidaceae;leucosceptrum;Schltr.;SPECIES;II;Orchidaceae spp.;
27440;Plantae;Orchidaceae;limprichtii;Schltr.;SPECIES;II;Orchidaceae spp.;
15645;Plantae;Orchidaceae;longibracteata;Ridl.;SPECIES;II;Orchidaceae spp.;
27102;Plantae;Orchidaceae;longifolia;Schltr.;SPECIES;II;Orchidaceae spp.;
21566;Plantae;Orchidaceae;lutiviridis;P.Royen;SPECIES;II;Orchidaceae spp.;
27696;Plantae;Orchidaceae;lyroglossa;Reichb.f.;SPECIES;II;Orchidaceae spp.;
24079;Plantae;Orchidaceae;madagascariensis;W.Watson ex Rolfe;SPECIES;II;Orchidaceae spp.;
28114;Plantae;Orchidaceae;mannii;Hook.f.;SPECIES;II;Orchidaceae spp.;
17864;Plantae;Orchidaceae;maquilingensis;Ames;SPECIES;II;Orchidaceae spp.;
26826;Plantae;Orchidaceae;mcgregorii;Ames;SPECIES;II;Orchidaceae spp.;
15716;Plantae;Orchidaceae;melinosema;Schltr.;SPECIES;II;Orchidaceae spp.;
26909;Plantae;Orchidaceae;metoensis;Z.H.Tsi;SPECIES;II;Orchidaceae spp.;
20177;Plantae;Orchidaceae;micrantha;Schltr.;SPECIES;II;Orchidaceae spp.;
25044;Plantae;Orchidaceae;microglossa;Ridl.;SPECIES;II;Orchidaceae spp.;
24955;Plantae;Orchidaceae;millotae;Ursch & Toill.-Gen. ex Bosser;SPECIES;II;Orchidaceae spp.;
23154;Plantae;Orchidaceae;mindorensis;Ames;SPECIES;II;Orchidaceae spp.;
19029;Plantae;Orchidaceae;moluccensis;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
22921;Plantae;Orchidaceae;monophylla;Ridley;SPECIES;II;Orchidaceae spp.;
14772;Plantae;Orchidaceae;nankuensis;Z.H.Tsi;SPECIES;II;Orchidaceae spp.;
26627;Plantae;Orchidaceae;nephroglossa;Schltr.;SPECIES;II;Orchidaceae spp.;
27299;Plantae;Orchidaceae;nicolae;P.O'Byrne;SPECIES;II;Orchidaceae spp.;
14371;Plantae;Orchidaceae;nipponica;Makino;SPECIES;II;Orchidaceae spp.;
19275;Plantae;Orchidaceae;nivalis;Boxall ex Náves;SPECIES;II;Orchidaceae spp.;
25179;Plantae;Orchidaceae;obreniformis;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
23841;Plantae;Orchidaceae;odora;Griff.;SPECIES;II;Orchidaceae spp.;
21008;Plantae;Orchidaceae;oodaruma;Maekawa;SPECIES;II;Orchidaceae spp.;
17222;Plantae;Orchidaceae;oreadum;Rendle;SPECIES;II;Orchidaceae spp.;
26917;Plantae;Orchidaceae;otuhanica;C.L.Chan & T.J.Barkman;SPECIES;II;Orchidaceae spp.;
22596;Plantae;Orchidaceae;ovalifolia;Ridl.;SPECIES;II;Orchidaceae spp.;
17783;Plantae;Orchidaceae;ovata;Ridley;SPECIES;II;Orchidaceae spp.;
22614;Plantae;Orchidaceae;pachystalix;Rchb.f.;SPECIES;II;Orchidaceae spp.;
21812;Plantae;Orchidaceae;parvilabris;Schltr.;SPECIES;II;Orchidaceae spp.;
27683;Plantae;Orchidaceae;pauciverrucosa;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
15679;Plantae;Orchidaceae;pavairiensis;P.Ormerod;SPECIES;II;Orchidaceae spp.;
17027;Plantae;Orchidaceae;petelotiana;Gagnep.;SPECIES;II;Orchidaceae spp.;
23028;Plantae;Orchidaceae;plantaginea;Lindley;SPECIES;II;Orchidaceae spp.;
27095;Plantae;Orchidaceae;poilanei;Gagnep.;SPECIES;II;Orchidaceae spp.;
20396;Plantae;Orchidaceae;polyantha;Gilli;SPECIES;II;Orchidaceae spp.;
13886;Plantae;Orchidaceae;puberula;Lindley;SPECIES;II;Orchidaceae spp.;
23936;Plantae;Orchidaceae;pubescens;Ridley;SPECIES;II;Orchidaceae spp.;
17618;Plantae;Orchidaceae;pulchra;(Blume) Lindley;SPECIES;II;Orchidaceae spp.;
22542;Plantae;Orchidaceae;pullei;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
14056;Plantae;Orchidaceae;pumila;Fukuy.;SPECIES;II;Orchidaceae spp.;
20911;Plantae;Orchidaceae;rajana;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
20782;Plantae;Orchidaceae;reflexa;Maxim.;SPECIES;II;Orchidaceae spp.;
23263;Plantae;Orchidaceae;reflexilabris;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
22179;Plantae;Orchidaceae;repens;Schltr.;SPECIES;II;Orchidaceae spp.;
17546;Plantae;Orchidaceae;rhodochila;Schltr.;SPECIES;II;Orchidaceae spp.;
21501;Plantae;Orchidaceae;rigida;Carr;SPECIES;II;Orchidaceae spp.;
20157;Plantae;Orchidaceae;rosea;(Lindl.) Benth.;SPECIES;II;Orchidaceae spp.;
24801;Plantae;Orchidaceae;rubens;Ridley;SPECIES;II;Orchidaceae spp.;
16194;Plantae;Orchidaceae;ruttenii;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
27454;Plantae;Orchidaceae;saccata;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
17617;Plantae;Orchidaceae;sacculata;Schltr.;SPECIES;II;Orchidaceae spp.;
16331;Plantae;Orchidaceae;salaccensis;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
29136;Plantae;Orchidaceae;seranica;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
26295;Plantae;Orchidaceae;shelfordii;Ridl.;SPECIES;II;Orchidaceae spp.;
26565;Plantae;Orchidaceae;simplex;Seidenf.;SPECIES;II;Orchidaceae spp.;
24470;Plantae;Orchidaceae;sinica;Z.H.Tsi;SPECIES;II;Orchidaceae spp.;
28553;Plantae;Orchidaceae;speciosa;(Blume) Lindley;SPECIES;II;Orchidaceae spp.;
23759;Plantae;Orchidaceae;stenophylla;Schltr.;SPECIES;II;Orchidaceae spp.;
26195;Plantae;Orchidaceae;striata;R. Br. ex Lindl.;SPECIES;II;Orchidaceae spp.;
22467;Plantae;Orchidaceae;subhamata;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
24876;Plantae;Orchidaceae;succedanea;Gagnep.;SPECIES;II;Orchidaceae spp.;
26378;Plantae;Orchidaceae;sylvatica;(Thouars) Lindl.;SPECIES;II;Orchidaceae spp.;
14996;Plantae;Orchidaceae;taenioides;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
15229;Plantae;Orchidaceae;tahitensis;Nadeaud;SPECIES;II;Orchidaceae spp.;
18292;Plantae;Orchidaceae;tangmaiensis;K.Y.Lang & Tateishi;SPECIES;II;Orchidaceae spp.;
24395;Plantae;Orchidaceae;tenuis;Ames & C.Schweinf.;SPECIES;II;Orchidaceae spp.;
14974;Plantae;Orchidaceae;torricellensis;Schltr.;SPECIES;II;Orchidaceae spp.;
20399;Plantae;Orchidaceae;transiens;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
17054;Plantae;Orchidaceae;triantherifera;Nadeaud;SPECIES;II;Orchidaceae spp.;
21860;Plantae;Orchidaceae;tricarinata;Lindley;SPECIES;II;Orchidaceae spp.;
23978;Plantae;Orchidaceae;trifida;Tang & F.T.Wang;SPECIES;II;Orchidaceae spp.;
17501;Plantae;Orchidaceae;triplicata;(Willeme.) Ames;SPECIES;II;Orchidaceae spp.;
27037;Plantae;Orchidaceae;trulliformis;King & Pantl.;SPECIES;II;Orchidaceae spp.;
14868;Plantae;Orchidaceae;truncata;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
26321;Plantae;Orchidaceae;truncicola;Schltr.;SPECIES;II;Orchidaceae spp.;
25696;Plantae;Orchidaceae;tsoongiana;Tang & F.T.Wang;SPECIES;II;Orchidaceae spp.;
13812;Plantae;Orchidaceae;tyoh-harai;Makino;SPECIES;II;Orchidaceae spp.;
21516;Plantae;Orchidaceae;uncata;Lindl.;SPECIES;II;Orchidaceae spp.;
20410;Plantae;Orchidaceae;undulata;J.J. Sm.;SPECIES;II;Orchidaceae spp.;
16119;Plantae;Orchidaceae;unifolia;Ridl.;SPECIES;II;Orchidaceae spp.;
28486;Plantae;Orchidaceae;varians;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
17933;Plantae;Orchidaceae;velutina;Ridl.;SPECIES;II;Orchidaceae spp.;
17807;Plantae;Orchidaceae;ventilabrum;Rchb.f.;SPECIES;II;Orchidaceae spp.;
21817;Plantae;Orchidaceae;versteegii;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
19475;Plantae;Orchidaceae;vestita;Lindl.;SPECIES;II;Orchidaceae spp.;
17673;Plantae;Orchidaceae;villosa;J.J.Sm.;SPECIES;II;Orchidaceae spp.;
25170;Plantae;Orchidaceae;whiteana;King & Pantl.;SPECIES;II;Orchidaceae spp.;
22352;Plantae;Orchidaceae;yoksomnensis;Lucksom;SPECIES;II;Orchidaceae spp.;
18251;Plantae;Orchidaceae;yuana;T.Tang & F.T.Wang;SPECIES;II;Orchidaceae spp.;
19014;Plantae;Orchidaceae;zollingeri;Rchb.f.;SPECIES;II;Orchidaceae spp.;
24551;Plantae;Orchidaceae;campestris;R. Br.;SPECIES;II;Orchidaceae spp.;
14557;Plantae;Orchidaceae;neocaledonicus;Schltr.;SPECIES;II;Orchidaceae spp.;
25099;Plantae;Orchidaceae;psednus;D.L.Jones;SPECIES;II;Orchidaceae spp.;
23120;Plantae;Orchidaceae;richiae;Nicholls;SPECIES;II;Orchidaceae spp.;
25087;Plantae;Orchidaceae;robertsonii;Benth.;SPECIES;II;Orchidaceae spp.;
15457;Plantae;Orchidaceae;bulbosa;(L.) Oakes;SPECIES;II;Orchidaceae spp.;
26945;Plantae;Orchidaceae;christyanum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
26315;Plantae;Orchidaceae;emarginatum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
65409;Plantae;Orchidaceae;aurantiacum;(Schltr.) M.A.Blanco;SPECIES;II;Orchidaceae spp.;
66893;Plantae;Orchidaceae;bradeorum;Schltr.;SPECIES;II;Orchidaceae spp.;
66793;Plantae;Orchidaceae;cucullatum;(Lindl.) M.A.Blanco;SPECIES;II;Orchidaceae spp.;
66444;Plantae;Orchidaceae;dichotomum;Schltr.;SPECIES;II;Orchidaceae spp.;
65449;Plantae;Orchidaceae;inauditum;(Rchb.f.) M.A.Blanco;SPECIES;II;Orchidaceae spp.;
67737;Plantae;Orchidaceae;insolitum;(Dressler) M.A.Blanco;SPECIES;II;Orchidaceae spp.;
67736;Plantae;Orchidaceae;lutheri;(J.T.Atwood) M.A.Blanco;SPECIES;II;Orchidaceae spp.;
66794;Plantae;Orchidaceae;vestitum;(Sw.) Lindl.;SPECIES;II;Orchidaceae spp.;
22758;Plantae;Orchidaceae;callosa;(Blume) J.J. Smith;SPECIES;II;Orchidaceae spp.;
66452;Plantae;Orchidaceae;pellipes;(Rchb.f. ex Hook.f.) Y.P.Ng & P.J.Cribb;SPECIES;II;Orchidaceae spp.;
66061;Plantae;Orchidaceae;thao;(Gagnep.) S.C.Chen & J.J.Wood;SPECIES;II;Orchidaceae spp.;
23195;Plantae;Orchidaceae;arizae-juliae;Ames 1938;SPECIES;II;Orchidaceae spp.;
16292;Plantae;Orchidaceae;fasciola;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
19370;Plantae;Orchidaceae;filiforme;(Sw.) Cogn. ex Kuntze 1898;SPECIES;II;Orchidaceae spp.;
14258;Plantae;Orchidaceae;helorrhizum;(Dod) Nir 2000;SPECIES;II;Orchidaceae spp.;
22187;Plantae;Orchidaceae;hirtzii;Dodson;SPECIES;II;Orchidaceae spp.;
21539;Plantae;Orchidaceae;hondurense;Ames;SPECIES;II;Orchidaceae spp.;
28104;Plantae;Orchidaceae;longicalcaratum;Ames & C. Schweinf.;SPECIES;II;Orchidaceae spp.;
24334;Plantae;Orchidaceae;madisonii;Dodson;SPECIES;II;Orchidaceae spp.;
26633;Plantae;Orchidaceae;mattogrossense;Hoehne;SPECIES;II;Orchidaceae spp.;
15856;Plantae;Orchidaceae;micranthum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
15905;Plantae;Orchidaceae;microphyllum;Ames & Correll;SPECIES;II;Orchidaceae spp.;
24217;Plantae;Orchidaceae;organense;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
14936;Plantae;Orchidaceae;ornithorrhynchium;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
24984;Plantae;Orchidaceae;parvulum;Schltr.;SPECIES;II;Orchidaceae spp.;
23470;Plantae;Orchidaceae;poeppigii;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
15400;Plantae;Orchidaceae;polystachyum;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
18114;Plantae;Orchidaceae;schiedei;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
14887;Plantae;Orchidaceae;sellowii;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
26343;Plantae;Orchidaceae;tenellum;Todzia;SPECIES;II;Orchidaceae spp.;
28173;Plantae;Orchidaceae;tenue;SPECIES;II;;**II** [FAMILY listing Orchidaceae spp.] Included in Appendix II, except for the species included in Appendix I.
Additionally, artificially propagated hybrids of the following genera are not subject to the provisions of the Convention, if conditions, as indicated under a) and b), are met: Cymbidium, Dendrobium, Phalaenopsis and Vanda:
a) Specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and
b) i) when shipped in non-flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or
ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification.
Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents.;
16954;Plantae;Orchidaceae;aculeatum;F.E.L.Miranda & K.G.Lacerda;SPECIES;II;Orchidaceae spp.;
18485;Plantae;Orchidaceae;adremedium;D.E.Benn. & Christenson;SPECIES;II;Orchidaceae spp.;
22855;Plantae;Orchidaceae;albovirens;Barb.Rodr.;SPECIES;II;Orchidaceae spp.;
67784;Plantae;Orchidaceae;arietinum;F.E.L.Miranda & K.G.Lacerda;SPECIES;II;Orchidaceae spp.;
25975;Plantae;Orchidaceae;aripuanense;Bicalho;SPECIES;II;Orchidaceae spp.;
14632;Plantae;Orchidaceae;atratum;Lindl.;SPECIES;II;Orchidaceae spp.;
20489;Plantae;Orchidaceae;barbatum;(Lindl.) Lindl.;SPECIES;II;Orchidaceae spp.;
24270;Plantae;Orchidaceae;bergoldianum;Foldats;SPECIES;II;Orchidaceae spp.;
21353;Plantae;Orchidaceae;bicallosum;Cogn.;SPECIES;II;Orchidaceae spp.;
23802;Plantae;Orchidaceae;bicolor;Klotzsch;SPECIES;II;Orchidaceae spp.;
27359;Plantae;Orchidaceae;blackii;Pabst;SPECIES;II;Orchidaceae spp.;
21429;Plantae;Orchidaceae;boyi;Mansf.;SPECIES;II;Orchidaceae spp.;
16934;Plantae;Orchidaceae;brachybulbon;Schltr.;SPECIES;II;Orchidaceae spp.;
