,ESRI_OID,att_name,attachmentid,auteur,content_type,data_size,date_doc,desc_type,doc_ref,doc_titre,globalid,nom_conces,nom_foret,type_,url
748,749,UFA09017_09018_ACPSON.pdf,5986,,application/pdf,167010,,,,,{68A1ACBA-A88A-43DE-A4E3-073F23F87296},1050,09-018,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/798/attachments/5986
749,750,GIC EFULAMEYONG CP 2014.pdf,905,,application/pdf,677428,,,,,{02360C5B-56E9-4E98-A09E-A7677AD12511},,09-02-501,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1422/attachments/905
750,751,UFA10060_AI.pdf,5396,,application/pdf,391884,,,,,{EC937892-1B96-4B94-9047-90BC4D8F49C3},1060,10-064,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/870/attachments/5396
751,752,UFA11005_AGPF.pdf,5275,,application/pdf,319984,,,,,{320E4732-7FE1-4370-BA10-A34A1A7FF23F},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5275
752,753,AMS_FC YAN_2013.pdf,849,,application/pdf,992881,,,,,{B862D3D6-630F-4642-A249-2BCDA1892D49},,10-02-539,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1773/attachments/849
753,754,fcom_agriculteur_dibam_CP_2016.pdf,488,,application/pdf,1710147,,,,,{7B7F6C53-9A4A-4FF8-AC10-AD496B33FF47},,10-04-686,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2680/attachments/488
754,755,UFA09012_APROPA_2012.pdf,5982,,application/pdf,568364,,,,,{7F33B4DA-44A3-410C-B2FF-6EEF7D42EAE7},1062,09-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/905/attachments/5982
755,756,ESSANGMVOUT AMS 2013.pdf,942,,application/pdf,879707,,,,,{BDEA691F-5837-457B-8D0A-1EEEDEDBE53A},,09-01-526,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3469/attachments/942
756,757,UFA10063_preuve_APROPA.pdf,5147,,application/pdf,475249,,,,,{BDF5AC55-BD3C-4247-9488-E4327BDBE3D8},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5147
757,758,UFA10033_APU_CLA.pdf,5397,,application/pdf,517385,,,,,{0E93506C-7874-4FB4-B52B-42BC922FD22D},1100,10-033,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/821/attachments/5397
758,759,UFA08-008_PA_2006.pdf,4569,,application/pdf,5101128,,,,,{552C1C52-9DA6-40FD-8B2C-1DBE49A833D1},1030,08-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/853/attachments/4569
759,760,FC_YOKO_APU_CLA_2008.pdf,5026,,application/pdf,40191,,,,,{0254C47A-EFB3-46C2-8D2D-77F3CC9FF01F},,YOKO,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/788/attachments/5026
760,761,UFA11005_PA_2014.pdf,5173,,application/pdf,138617,,,,,{757D6D00-766C-4A6D-A7FD-EDF9EC12E76A},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5173
761,762,PA UFA 08 006 SFB.pdf,4774,,application/pdf,742240,,,,,{F465C938-E98A-45C4-84A8-AA4E5F0EAC02},1002,08-006,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/822/attachments/4774
762,763,PA FC NGOULEMEKONG ET MENGONG 2017.pdf,7300,,application/pdf,35243119,,,,,{604EED56-94C5-4923-8A47-2517B193C5E4},,MENGONG_NGOULEMAKONG,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/863/attachments/7300
763,764,UFA09021_AGPF.PDF,5896,,application/pdf,1646956,,,,,{08DF491E-7039-45D6-BC38-331564E02FF5},1006,09-021,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/818/attachments/5896
764,765,UFA10056_DECLA_2011.pdf,6049,,application/pdf,2092539,,,,,{E032A8FF-5517-427D-B3BB-F5CC3B527E87},1066,10-056,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/914/attachments/6049
765,766,UFA_09-015_PA_2010.pdf,1229,,application/pdf,9887579,,,,,{3848FDD5-F049-4979-8ED3-4B4375005908},1035,09-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/773/attachments/1229
766,767,UFA09004b_COPROV_2000.pdf,5832,,application/pdf,144741,,,,,{163D02DA-040E-41BB-AFF8-13F404AB739F},1033,09-004B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/784/attachments/5832
767,768,UFA09001_description.pdf,4709,,application/pdf,37942,,,,,{E21131DF-41F9-4D68-A0BB-DA6A6E5E34D9},1095,09-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/872/attachments/4709
768,769,UFA10009_CEQTB.pdf,4809,,application/pdf,458626,,,,,{3B589327-2544-43A9-8479-D2B73D078F46},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/4809
769,770,UFA09015_APROPA_2011.pdf,5364,,application/pdf,428672,,,,,{6E82AD9C-CB8C-4E42-9407-CB1F50C02D78},1035,09-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/773/attachments/5364
770,771,UFA10029_RIA_2005.pdf,4804,,application/pdf,1185583,,,,,{2D802690-F028-4738-BA36-205EB98864CA},1014,10-029,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/807/attachments/4804
771,772,UFA_11-005_RIA_2008.pdf,5256,,application/pdf,1675168,,,,,{07F68AC7-16F4-428C-BC19-6B6D28920B2C},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5256
772,773,Fcom_AGEN_CP_05112015.pdf,435,,application/pdf,1403463,,,,,{4355EB11-473E-4B98-8C86-C66A52CB0748},,10-02-590,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1730/attachments/435
773,774,UFA10057_PA_ 2014.pdf,5129,,application/pdf,3180479,,,,,{CCE8256E-4DB6-4729-808B-B33627C16E4D},1067,10-057,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/775/attachments/5129
774,775,FC_GARI_GOMBO_AMS_2006.pdf,5165,,application/pdf,441833,,,,,{17C2B1DB-209F-49A5-86E4-D9E18786AF07},1476,GARI NGOMBO,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/927/attachments/5165
775,776,UFA09022_QTRANS.pdf,5940,,application/pdf,490151,,,,,{A425A3B9-F41A-49BB-B889-CD1C87DCE4F8},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5940
776,777,PA UFA 09 016 Révisé 2016.pdf,811,,application/pdf,41556474,,,,,{BDF07748-A3A3-48D5-A89C-DA3240AE7C4E},1064,09-016,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/792/attachments/811
777,778,UFA09016_ROI.pdf,5848,,application/pdf,58213,,,,,{A32DFFEF-6B38-4DCE-B804-D3DC9CEF4039},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5848
778,779,UFA09017_09018_EIE_2009.pdf,5970,,application/pdf,8319456,,,,,{B48132A4-E619-45F7-9F1B-07B6B2C4AEDA},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5970
779,780,UFA10015_RIE_2006.pdf,4824,,application/pdf,801738,,,,,{1E7E800D-09D9-4945-8EA2-6053309360F7},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4824
780,781,UFA10041_10042_10044_PAO_2005.pdf,5126,,application/pdf,1487765,,,,,{DCC69494-AFA7-476D-92E8-A781BEC0E6FD},1056,10-044,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/801/attachments/5126
781,782,UFA07003_DECLA.pdf,4599,,application/pdf,4959739,,,,,{F4467CED-8068-451E-A57A-02F995E2DF3B},1091,07-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/882/attachments/4599
782,783,UFA09003_09004a_09005a_09005b_APROPA.pdf,4510,,application/pdf,68169,,,,,{07C2481D-A026-4F03-AFDF-CE79D2A47381},1032,09-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/925/attachments/4510
783,784,FC_Nyambaka_APU_CLA.pdf,5099,,application/pdf,3760856,,,,,{5785658B-F15F-4484-8528-BE03F78236CF},,NYAMBAKA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/779/attachments/5099
784,785,UFA10044_APROPA.pdf,5438,,application/pdf,796166,,,,,{816640E0-0F78-45E0-A250-FFF95EAC0B4E},1056,10-044,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/801/attachments/5438
785,786,UFA09017_09018_PA_2.pdf,6043,,application/pdf,25852525,,,,,{27876C32-2166-4D47-8090-148166260EDC},1050,09-018,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/798/attachments/6043
786,787,UFA10041_CODEF.pdf,4907,,application/pdf,2460706,,,,,{CEDFB384-8421-497E-A0EF-785724C11778},1019,10-041,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/783/attachments/4907
787,788,UFA11003_AGPF.pdf,5516,,application/pdf,466882,,,,,{5A3051A7-4E59-4C32-BD8D-04A9A1AEBFE9},1089,11-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/829/attachments/5516
788,789,UFA10007_PGQ_2005.pdf,4857,,application/pdf,3698240,,,,,{1EE0FFB3-2A4B-40E6-A939-67BC334F2C51},1010,10-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/845/attachments/4857
789,790,attestation de conformité des taravux d'inventaire-2004.pdf,6876,,application/pdf,62590,,,,,{3B3055D5-F4C2-41DA-B87C-E098FFF200CB},1042,10-037,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/923/attachments/6876
790,791,UFA09023_APROPA_2011.pdf,5008,,application/pdf,554390,,,,,{EFEE2727-E06A-488E-808B-7FEC7D55A4C9},1005,09-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/787/attachments/5008
791,792,UFA10057_PA_2004.pdf,5462,,application/pdf,4222095,,,,,{DF85ECD6-BC55-4889-8FF2-BE6609E7CFCF},1046,10-059,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/820/attachments/5462
792,793,UFA_09-011_PA_2010.pdf,1205,,application/pdf,6767058,,,,,{69E4609F-7AE4-4B8A-8C34-35A4532BF09B},1079,09-011,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/871/attachments/1205
793,794,Avis au public UFA 09 030.pdf,4477,,application/pdf,7996947,,,,,{F687DB13-8AE9-45C6-8CA5-1CC34110D4D5},,09-030,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1758/attachments/4477
794,795,10-020_P_S__2001.pdf,6902,,application/pdf,79918,,,,,{873AACBA-C6D5-4B6A-8616-AC296BD08E8A},1038,10-020,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/875/attachments/6902
795,796,UFA09004b_COPROV.pdf,5826,,application/pdf,7303523,,,,,{CD71984D-2896-4B3F-B766-0D80580E11D1},1033,09-004B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/784/attachments/5826
796,797,GIC KIRNAM AMS 2015.pdf,935,,application/pdf,935514,,,,,{AEA3F96F-0C4D-4D0B-9CD0-A2C033432BFF},,10-04-637,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1644/attachments/935
797,798,UFA_09-015_DC_2014.pdf,1244,,application/pdf,1001385,,,,,{E26F74C5-5374-41E6-B6A8-F6EC0ABC692B},1035,09-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/773/attachments/1244
798,799,UFA10009_CD.pdf,4831,,application/pdf,405485,,,,,{8EE2975D-5563-4362-A30C-07EE7A5C959B},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/4831
799,800,Fcom_AKONETYE-SAKE CODAS_AMS_13112016.pdf,816,,application/pdf,345549,,,,,{AB9C26B3-CCBF-446E-89E4-7A6387EC0001},,09-01-662,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2231/attachments/816
800,801,FCOM_MKOMNLA DE NZEMBELE_AMS_2016.pdf,851,,application/pdf,1198376,,,,,{C1C9B42F-CF1C-4B55-A1F2-8C28F2CBEEF3},,10-03-645,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1727/attachments/851
801,802,UFA10050_CC.pdf,5075,,application/pdf,2842213,,,,,{32DC3430-A753-4675-9EFE-BFD14C838DCC},1085,10-050,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/794/attachments/5075
802,803,VC_09 01 341_2016.pdf,442,,application/pdf,6784355,,,,,{BC1F293E-41B7-4F64-ADC2-3F48E64BB990},,0901341,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/768/attachments/442
803,804,UFA10011_AVIPU_2000B.pdf,5005,,application/pdf,62746,,,,,{BB4F17DB-0076-4B61-8625-88DE5DF4E210},1013,10-011,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/858/attachments/5005
804,805,UFA09024_APROPA.pdf,6045,,application/pdf,1089693,,,,,{08C1ACA0-A6AF-421F-91F4-A44C731E718E},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/6045
805,806,UFA10009_Décision portant attribution.pdf,4813,,application/pdf,981292,,,,,{3939E35E-A077-4B3E-A1CF-0D44ACCFBC94},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/4813
806,807,AMS_eyacof_scoops_2016.pdf,1,,application/pdf,721649,,,,,{E60310D1-39E1-48DA-90C5-B17BC5462CEE},,11-04,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1489/attachments/1
807,808,UFA09004a_CC.pdf,4648,,application/pdf,2009141,,,,,{81C28422-1075-486F-B102-93BF3FFBD49E},1032,09-004A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/819/attachments/4648
808,809,UFA10053_CEQTB.pdf,6095,,application/pdf,442909,,,,,{A0A57600-9A35-4AAC-A1A7-0AA537523A96},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6095
809,810,UFA10054_PGQ_2006.pdf,4911,,application/pdf,2901965,,,,,{A0A07D2E-8828-4909-8BC4-A94706AA69D1},1012,10-054,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/817/attachments/4911
810,811,UFA09007_IF_2007.pdf,5948,,application/pdf,3399067,,,,,{CB05C695-2B13-4ADB-88DA-8EE41CEEDE4E},1073,09-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/768/attachments/5948
811,812,UFA10067_CC.pdf,5404,,application/pdf,1414403,,,,,{C883EF9F-93F1-42A7-9DB0-C062356DDAA6},1105,10-067,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/936/attachments/5404
812,813,GIC BP FOREST AMS 2012.pdf,861,,application/pdf,451206,,,,,{3D7F6ACB-4D71-4B2D-9A59-D4F644F525A3},,10-03-528,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1751/attachments/861
813,814,UFA08006_APU_1997.pdf,4714,,application/pdf,239812,,,,,{E366D850-22EB-400A-9985-718B81DB0A66},1002,08-006,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/822/attachments/4714
814,815,UFA10002_DECLA_2005.pdf,4872,,application/pdf,5067097,,,,,{083EB3C9-FC67-41D6-ACB7-37042941AA6F},1025,10-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/887/attachments/4872
815,816,UFA_09-020_ESE_2006.pdf,4454,,application/pdf,4907207,,,,,{8B16DADC-E593-44F4-B558-24D34148CD17},1069,09-020,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/828/attachments/4454
816,817,UFA09008_RCIA_2.pdf,5241,,application/pdf,2860200,,,,,{5B449957-4256-4F67-9C55-E800D88C1DBB},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/5241
817,818,UFA10011_RIE_2001.pdf,4838,,application/pdf,654625,,,,,{82BE45FD-0349-43A9-80F6-C64B53438587},1013,10-011,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/858/attachments/4838
818,819,UFA09025_APROPA_2012.pdf,4795,,application/pdf,291530,,,,,{C28992C8-F7DC-4706-98B0-F4101DA2871D},1011,09-025,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/849/attachments/4795
819,820,UFA09024_AGPF.PDF,5858,,application/pdf,1646956,,,,,{9571FB57-2631-46DC-A2C2-F839153700E7},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/5858
820,821,UFA09003_4A_5A et 5B LOREMA SFID 2_ demande d'approbation de contrat de sous traitance.pdf,4658,,application/pdf,2231935,,,,,{9DA9D439-C1F0-49EA-A340-2A646ED528AF},1032,09-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/925/attachments/4658
821,822,UFA09017_ROI_2003.pdf,5906,,application/pdf,434156,,,,,{8332EA62-B4BA-4C90-9B42-F06A4F476835},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/5906
822,823,UFA 10 037 DECLA.pdf,6885,,application/pdf,267463,,,,,{4A03689B-63E7-48E6-BED7-F51D2FB85795},1042,10-037,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/923/attachments/6885
823,824,FC_NGOYLA_DECLA_2014.pdf,5105,,application/pdf,1732664,,,,,{7CD00EFD-CBB4-4118-9C94-882F2F129C8F},,NGOYLA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/897/attachments/5105
824,825,UFA09012_AGPF.pdf,5900,,application/pdf,530666,,,,,{DDD74F4D-DF70-4AA4-8192-6AE24464FA05},1062,09-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/905/attachments/5900
825,826,UFA10052_APROPA_2004.pdf,6087,,application/pdf,741911,,,,,{676E5F55-1D8A-4AF1-B8E8-C9A580D9CBA2},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6087
826,827,UFA09019_PA_2004.pdf,5031,,application/pdf,391355,,,,,{A307DD6D-3BF8-4436-AACB-F8CA2529328B},1036,09-019,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/895/attachments/5031
827,828,UFA09003_PA_2007.pdf,6019,,application/pdf,24737116,,,,,{84EAE8C6-CAD3-4C9F-91C7-834423BD28D2},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/6019
828,829,UFA11005_ACOPROV.PDF,5406,,application/pdf,279877,,,,,{A2AB5C79-95D1-451F-BE97-AECF55F4F259},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5406
829,830,UFA00003_CEQTB.pdf,5857,,application/pdf,397049,,,,,{41D98BF9-7BEA-43BD-934C-692FAC2C5645},1028,00-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1756/attachments/5857
830,831,Fcom_ESSOUOM DE DJOKNEPOUM_CP_17082015.pdf,438,,application/pdf,1479632,,,,,{78EAA679-169E-4499-B5B4-1EE5F5FBF55B},,10-03-610,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2653/attachments/438
831,832,UFA09027_APU_CLA_2002.pdf,6044,,application/pdf,425770,,,,,{4421E5A8-4577-454D-ABE2-920D2D462EB1},1081,09-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/864/attachments/6044
832,833,UFA09023_COPROV.pdf,4937,,application/pdf,1391810,,,,,{0D7B7A39-AB31-4209-ACB9-B04617B0212D},1005,09-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/787/attachments/4937
833,834,VC_09 03 344_2015.pdf,11,,application/pdf,4232685,,,,,{2C8A0807-5E3F-4FE4-A791-1F3A9ED9C382},,0903344,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/884/attachments/11
834,835,UFA10050_MT.pdf,5240,,application/pdf,415666,,,,,{EEAEA2E9-6E83-4E25-9CD8-EEF441DCFFEE},1085,10-050,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/794/attachments/5240
835,836,UFA10047_COPROV_2003.pdf,5450,,application/pdf,397185,,,,,{36FF3A96-947C-48F6-9BB7-A13F4C2F8A0F},1057,10-047A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1754/attachments/5450
836,837,UFA10005_DECLA_2005.pdf,5187,,application/pdf,914100,,,,,{D79F4107-D24C-462D-96AC-EB545BC40759},1051,10-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/795/attachments/5187
837,838,FC_Salapoumbe_APU.pdf,5217,,application/pdf,1412345,,,,,{B4D29EC6-C3D3-4014-96D3-D03F784A9397},,SALAPOUMBE,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/780/attachments/5217
838,839,UFA10058_PGQ_2006.pdf,5509,,application/pdf,3175291,,,,,{4C327E10-255C-4429-B15F-167658C391D4},1009,10-058,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/899/attachments/5509
839,840,UFA10047b_AGPF.pdf,5230,,application/pdf,755816,,,,,{6AC64B98-EA3B-46CF-96A0-38CB0725E540},1083,10-047B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1752/attachments/5230
840,841,UFA10053_RIA_2008.pdf,6058,,application/pdf,2783458,,,,,{9F02510F-264C-4AF6-8A6E-84B8494FD9DC},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6058
841,842,UFA09005b_CEQTB.pdf,4541,,application/pdf,428140,,,,,{85DC512E-DD62-418F-9802-4D5C9DA5A287},1034,09-005B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/879/attachments/4541
842,843,ams_gic covem II-2012.pdf,925,,application/pdf,934603,,,,,{63C799CF-4D48-469C-8A50-253A93328EDE},,10-02-521,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1731/attachments/925
843,844,UFA_09-005a_PA_2007.pdf,1254,,application/pdf,24737116,,,,,{9CAB9472-C2FE-4BCE-8E64-9408BAFA2713},1032,09-005A,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/925/attachments/1254
844,845,UFA09004b_EIE_2004.pdf,5868,,application/pdf,2608153,,,,,{A5BE0F93-26F6-494A-9397-A539A324BE46},1033,09-004B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/784/attachments/5868
845,846,UFA_09-002_DC_2014.pdf,4778,,application/pdf,692946,,,,,{B5AE93EB-5BE0-4F9C-BDFA-ACF87B5731F1},1096,09-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/813/attachments/4778
846,847,VC_09 01 375_2016.pdf,456,,application/pdf,6503789,,,,,{9D0D4B9D-D02B-4F67-A7BA-A40747F80D27},,0901375,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/939/attachments/456
847,848,UFA00001_00002_RIA_2007_2.pdf,6028,,application/pdf,1637030,,,,,{8D0DD138-E3B2-4FA9-A6AD-E77033E743CF},1075,00-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/812/attachments/6028
848,849,UFA10056_COPROV.pdf,6086,,application/pdf,2350635,,,,,{DD3D0AD4-28C8-4240-A649-27432879C6EA},1066,10-056,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/914/attachments/6086
849,850,VC_09 01 360_2016.pdf,447,,application/pdf,6663530,,,,,{EBBBAA1A-2539-47F5-8D76-282914591C8F},,0901360,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/845/attachments/447
850,851,UFA09025_DECLA_2005.pdf,4900,,application/pdf,815568,,,,,{06505A89-62DB-42A3-AC3D-DFE3C640D625},1011,09-025,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/849/attachments/4900
851,852,FC_Doumaintang_DECLA_2014.pdf,5348,,application/pdf,614405,,,,,{48B171A2-3B7C-416D-8D3A-558752210517},1490,DOUMAINTANG,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/840/attachments/5348
852,853,FC_minta_DECLA.pdf,5546,,application/pdf,1764991,,,,,{039ED52F-DB84-47E9-B1AA-3C640AAFB56E},1483,MINTA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/874/attachments/5546
853,854,UFA10051_PGQ_2005.pdf,4996,,application/pdf,1143750,,,,,{88CE676E-10CA-42C7-9572-AA01DEFAC01E},1015,10-051,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/929/attachments/4996
854,855,FC_AKOM2 _EFOULAN_DECLA_2010.pdf,5212,,application/pdf,1811811,,,,,{9E3FD7FB-A82E-4CF9-B87A-1DE946C5F4EF},1485,AKOM2-EFOULAN,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/791/attachments/5212
855,856,UFA08004_PA_1999.pdf,5969,,application/pdf,2292825,,,,,{70E984ED-6007-48D7-9C7B-C4CED32DE20C},1017,08-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/908/attachments/5969
856,857,UFA10062_AGPF.pdf,5391,,application/pdf,648891,,,,,{A2393B5E-6817-4C5F-AFAF-6767BE3A17D2},1047,10-062,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/777/attachments/5391
857,858,UFA11002CEQTB.pdf,5228,,application/pdf,426430,,,,,{3AE28905-CDF8-47BE-A192-3CE265EA02F4},1068,11-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/834/attachments/5228
858,859,Ams_gic agrafes_2015.pdf,889,,application/pdf,847407,,,,,{5491AC97-19F0-4FF7-A9AE-0CA4516AD218},,10-04-566,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3466/attachments/889
859,860,Fcom_KOMBO-TANA_CP_10242014.pdf,409,,application/pdf,1502623,,,,,{BFA2B31B-AAE1-4F83-A086-E0583F3A90AF},,10-04-576,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2652/attachments/409
860,861,DECLA 10030.pdf,6450,,application/pdf,2288223,,,,,{A4C18541-0748-4F7D-B8A5-00A0DDF762C9},1054,10-030,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/785/attachments/6450
861,862,VC_0703310.pdf,2817,,Unknown,1845323,,,,,{4A479612-254E-4252-8A13-E51A5AD71A2A},,0703310,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/4166/attachments/2817
