,ESRI_OID,att_name,attachmentid,auteur,content_type,data_size,date_doc,desc_type,doc_ref,doc_titre,globalid,nom_conces,nom_foret,type_,url
1237,1238,ARRETE VC 09 04 410 SEXTRANSBOIS.pdf,2812,,application/pdf,7463844,,,,,{A8A0A4AA-5E45-4408-BA17-E3BCD7B355A2},,0904410,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/3357/attachments/2812
1238,1239,UFA10063_AI.pdf,5533,,application/pdf,916402,,,,,{09AB64E4-0B65-4BD0-AEBB-28937100150F},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/5533
1239,1240,UFA09012_CEQTB de CUF.pdf,5956,,application/pdf,404100,,,,,{56F7C65B-9D65-4F43-956A-7E5C2F1C216B},1062,09-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/905/attachments/5956
1240,1241,VC_09 01 344_2016.pdf,427,,application/pdf,7341330,,,,,{8FF82670-6DCA-41D6-A85C-394F16C0E641},,0901344,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/860/attachments/427
1241,1242,DECLA 10044.pdf,6449,,application/pdf,2403315,,,,,{CBE68DDE-FCF0-4C7D-BD76-EB03D8A3B184},1056,10-044,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/801/attachments/6449
1242,1243,UFA10015_RIE_2003.pdf,4981,,application/pdf,3268329,,,,,{283621FB-8AAE-4B7C-97E7-DEF29EDDE95A},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4981
1243,1244,Fcom_AJAM_CP_23082016.pdf,801,,application/pdf,1751687,,,,,{5ABA60B9-FCCC-45CF-AEB2-B3779AC6560B},,09-01-663,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1823/attachments/801
1244,1245,10-026_R_I_A_2003.pdf,6897,,application/pdf,1921588,,,,,{F46D2105-22CA-49BC-86F5-39E3D408A7D4},1040,10-026,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/855/attachments/6897
1245,1246,UFA10058_COPROV_1998.pdf,5120,,application/pdf,432916,,,,,{6431BE60-3521-46F9-8DA0-2146F8F1BC32},1009,10-058,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/899/attachments/5120
1246,1247,PA UFAS 10 049 ET 10 050 pat3.pdf,8903,,application/pdf,29692079,,,,,{98DA6B45-200A-405B-BC7E-918BD71F3EBE},1085,10-049,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/810/attachments/8903
1247,1248,Fcom_TAMBA GAREH_AMS_2014.pdf,832,,application/pdf,1086431,,,,,{09E6D733-05BB-4669-B372-2EB9C5A3843A},,08-01,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3440/attachments/832
1248,1249,GIC MBASSE AMS 2016.pdf,875,,application/pdf,824922,,,,,{C02C70A6-7B7D-4302-B8E1-9C879EF090A7},,10-04-491,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1803/attachments/875
1249,1250,UFA10044_CC.pdf,5054,,application/pdf,949557,,,,,{B6261E6B-6C61-4CDD-AF82-67B382A29001},1056,10-044,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/801/attachments/5054
1250,1251,UFA10053_ADECLA_2010.pdf,6097,,application/pdf,1265147,,,,,{AF362A1A-FFCB-4E74-9D76-ED94848E46FC},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6097
1251,1252,FC MBADJODI CP 2012.pdf,898,,application/pdf,653257,,,,,{BDBCF7A8-26B1-4800-B89C-0A6EAC88B9D8},,10-01-506,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1425/attachments/898
1252,1253,AMS Gic manam_2013.pdf,899,,application/pdf,978237,,,,,{B7A2D185-547E-40D8-B557-B8C2DFC58CBB},,10-02-542,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1799/attachments/899
1253,1254,UFA09021_PA_2004.pdf,4837,,application/pdf,10092885,,,,,{C0921E82-6BD3-43CE-B298-4DD30E100E5C},1006,09-021,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/818/attachments/4837
1254,1255,UFA10059_AGPF.pdf,5299,,application/pdf,187525,,,,,{CEC338DB-4CA9-4411-8991-1E8650B53A6C},1046,10-059,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/820/attachments/5299
1255,1256,UFA_08007_PA_2009.pdf,5876,,application/pdf,2717317,,,,,{BEA7FD51-5F1F-4947-957A-1D39994782FF},1049,08-007,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/811/attachments/5876
1256,1257,UFA08_RIE_ 2005.pdf,4625,,application/pdf,1488423,,,,,{C810A748-D24E-428D-BD69-6228C9600571},1031,08-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/913/attachments/4625
1257,1258,VC_09 01 339_2015.pdf,424,,application/pdf,6833408,,,,,{9D0A637A-D7B1-481C-96A5-9A0979895E64},,0901339,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/946/attachments/424
1258,1259,UFA09005b_CC.pdf,4533,,application/pdf,2608873,,,,,{B3F38FD0-F365-4B5C-8E02-4834DDAF6D5B},1034,09-005B,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/879/attachments/4533
1259,1260,FC_YOKADOUMA.pdf,5146,,application/pdf,3087668,,,,,{DB73CAE6-2FEA-4F38-9D0D-18F31CF0CB9E},1478,YOKADOUMA,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/816/attachments/5146
1260,1261,PA UFAS 10 049 ET 10 050 part 1.pdf,8902,,application/pdf,28108813,,,,,{8FB84AFD-E704-49B6-AF8B-541D2B2201D2},1085,10-050,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/794/attachments/8902
1261,1262,FCOM AGBER-PETTE CP 2015.pdf,897,,application/pdf,1794437,,,,,{4DBE2379-C077-4D4C-91BB-6DCA8EB0592D},,16-1-623,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1465/attachments/897
1262,1263,UFA10009_COPROV_1998.pdf,5017,,application/pdf,140152,,,,,{5580B952-C7A0-43DF-BDD0-627A02F672DD},1022,10-009,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/938/attachments/5017
1263,1264,FC_Doumaintang_APU.PDF,5049,,application/pdf,379646,,,,,{C7A3E573-7D17-47D8-9E4E-F2AEDAB6CB98},1490,DOUMAINTANG,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/840/attachments/5049
1264,1265,VC090160_UFA09003_09004a_09005a_09005b_ROI.pdf,5836,,application/pdf,54309,,,,,{D5ECF4BE-E93D-4737-800C-962E255C1D93},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/5836
1265,1266,GIC SA'A YO AMS 2012.pdf,844,,application/pdf,418438,,,,,{B56FFB6B-AF23-4033-8C70-F913C78DED1D},,10-01-519,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/3472/attachments/844
1266,1267,UFA_10012_APROPA_2004.pdf,4926,,application/pdf,461128,,,,,{A241F30F-4CBC-4E57-A1A6-5467B9A15F6C},1016,10-012,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/799/attachments/4926
1267,1268,UFA_00-002_ESE__2007.pdf,4494,,application/pdf,2970214,,,,,{837524A5-21DA-4212-9474-329ADE583775},1075,00-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/837/attachments/4494
1268,1269,UFA10066_PA.pdf,5383,,application/pdf,621698,,,,,{FEDBFF74-7026-45FF-9C10-B8C8B62DD669},1104,10-066,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/921/attachments/5383
1269,1270,UFA09022_PA_2009.pdf,5999,,application/pdf,5265060,,,,,{43A5D9DD-5E91-4FCE-8E05-8C6F2C9BEF43},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5999
1270,1271,UFA10061_10062_Note_technique_relative_au_classement_des_UFAs.pdf,4828,,application/pdf,159927,,,,,{176C44F6-2D1F-4DFC-862D-D77FDB231B81},1021,10-061,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/883/attachments/4828
1271,1272,UFA 10 010 DECLA.pdf,6858,,application/pdf,151010,,,,,{4D5E88F0-3FF9-4144-8734-7279A2FD9BD6},1053,10-010,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/934/attachments/6858
1272,1273,UFA09025_ACTIA.pdf,5004,,application/pdf,143442,,,,,{69755F9D-AA79-48D2-AE0A-EFC2A6F3BCC4},1011,09-025,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/849/attachments/5004
1273,1274,UFA10029_AMS_2001.pdf,4939,,application/pdf,344795,,,,,{D3D3E778-A6AA-41E5-A76F-2BE8A8EBC884},1014,10-029,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/807/attachments/4939
1274,1275,UFA10053_DECLA_2010.pdf,6068,,application/pdf,65895,,,,,{8A8FD96B-5D06-48F3-A831-964B01FAD0D1},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6068
1275,1276,UFA19965_ACPSON.pdf,5183,,application/pdf,24460,,,,,{16AFAA3A-DA90-4505-BD67-985D5C5C66BD},1090,10-065,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/796/attachments/5183
1276,1277,UFA11005_MT.pdf,5487,,application/pdf,648374,,,,,{A749D023-9086-4738-B404-107C7660C155},1087,11-005,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/947/attachments/5487
1277,1278,FC MBADJODI AMS 2012.pdf,878,,application/pdf,452806,,,,,{18E86BB0-497E-46D2-B58B-3A15775D98F0},,10-01-506,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1425/attachments/878
1278,1279,UFA09019_ROI.pdf,5239,,application/pdf,34128,,,,,{AA8F65BD-F890-4691-9F19-F3C40262E0A7},1036,09-019,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/895/attachments/5239
1279,1280,10-063_P_A_O__2007.pdf,4461,,application/pdf,1780733,,,,,{2D583B5C-7906-4C6A-B4CC-41D7CB2AE44E},1048,10-063,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/833/attachments/4461
1280,1281,UFA10041_10042_10044_PA_2004.pdf,4948,,application/pdf,9203175,,,,,{2BC98352-EE65-48E5-A8CF-7E225D908796},1019,10-041,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/783/attachments/4948
1281,1282,UFA10004_APU_CLA_2000.pdf,4980,,application/pdf,49714,,,,,{502320B4-3F62-4DA8-A296-01C06F061A9B},1025,10-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/881/attachments/4980
1282,1283,UFA08003_APU.pdf,4565,,application/pdf,363248,,,,,{4E8A6845-F8B0-4DA4-95CD-5E8398C0C703},1020,08-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/800/attachments/4565
1283,1284,AMS_FC_Doyang_2014.pdf,881,,application/pdf,461898,,,,,{ECA47D33-110D-4390-A18E-71A9CAEE6B9C},,014,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1569/attachments/881
1284,1285,UFA10003_Attestation_de_mesure_de_superficie_2004.pdf,4866,,application/pdf,769081,,,,,{F42B3319-7E67-4D60-8D7A-9989483C240D},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4866
1285,1286,UFA09002_description.pdf,4624,,application/pdf,37516,,,,,{0CEBD4B2-8FB1-4EE7-8E5A-3E358D109DF3},1096,09-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/813/attachments/4624
1286,1287,GIC  liemgouoth attsieck AMS 2013.pdf,884,,application/pdf,1403760,,,,,{23848705-9604-4322-ADB1-EC1B1BB8B14A},,10-03-522,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1819/attachments/884
1287,1288,PA FC de Doumé 2015.pdf,806,,application/pdf,46758812,,,,,{E90EE06E-F6AD-41E3-85FA-7014F4B704B9},1489,DOUME,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/903/attachments/806
1288,1289,UFA11003_11004_IF_2009.pdf,5414,,application/pdf,2785259,,,,,{5ACF1F58-1F3C-4D0D-B87C-22B3C0E1C395},1089,11-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/928/attachments/5414
1289,1290,GIC SAN KADINA AMS 2011.pdf,840,,application/pdf,1243560,,,,,{EE635827-0237-49D0-8728-6B16232BAB5F},,10-04-487,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1663/attachments/840
1290,1291,UFA09023_CEQTB.pdf,4966,,application/pdf,391085,,,,,{5431B49F-38A5-43B2-B29A-4E0DBB7CAC38},1005,09-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/787/attachments/4966
1291,1292,FC_NANGA_EBOKO_DECLA_2009.pdf,5122,,application/pdf,75876,,,,,{25CED8DA-90CB-4E9C-83A8-38B4D0A9179F},1482,NANGA EBOKO,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/769/attachments/5122
1292,1293,FC_MESSONDO_APROPA_2010.pdf,5486,,application/pdf,340397,,,,,{0E86556F-7FB0-4649-9A47-34FA47788785},1480,MESSONDO,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/827/attachments/5486
1293,1294,UFA09006_CC.pdf,5946,,application/pdf,3285906,,,,,{61EF8259-5711-41E8-9255-63EDD0FA76AF},1001,09-006,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/867/attachments/5946
1294,1295,UFA09024_EIE_Août_2001.pdf,5971,,application/pdf,5510506,,,,,{2322B578-6CFE-4091-ADC4-793099717797},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/5971
1295,1296,UFA10003_APROPA_2010.pdf,4878,,application/pdf,702241,,,,,{D162710E-577C-466D-828C-F78939D09FF6},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4878
1296,1297,UFA09008_AGPF.pdf,5186,,application/pdf,482602,,,,,{224E1A3F-35BB-4341-89E1-BFF0184C52AD},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/5186
1297,1298,VC 09 01 342 SBAC.pdf,3638,,application/pdf,7569837,,,,,{3E00661E-EE15-4935-BCCB-D33D58BA110B},,0901342,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/899/attachments/3638
1298,1299,ams_gic afes.pdf,868,,application/pdf,801550,,,,,{190CF830-887B-46A2-816B-0B8AC07E3A69},,10-04-189,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1384/attachments/868
1299,1300,UFA09022_RIE_2005.pdf,5844,,application/pdf,1655008,,,,,{C2460EC5-D697-46EE-84BD-D9E930E34F25},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5844
1300,1301,UFA10036_APU_CLA.pdf,5202,,application/pdf,509226,,,,,{DF3AEA5E-1E82-4AED-8C13-E23760C10A6F},1103,10-036,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/830/attachments/5202
1301,1302,UFA09003_PA_1999.pdf,6020,,application/pdf,5353250,,,,,{C9DDA77A-0948-44D8-93C5-7EA955EBFA0A},1032,09-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/857/attachments/6020
1302,1303,Annexes au P.A. 2008.pdf,6880,,application/pdf,1779708,,,,,{83FE0140-6B6A-4216-8FC7-1A3D295B40AD},1054,10-030,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/785/attachments/6880
1303,1304,UFA10003_CEQTB.pdf,4875,,application/pdf,421949,,,,,{3B233414-5766-4B08-9C60-97981DF553E7},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4875
1304,1305,UFA_10-023_PGQ_2004.pdf,4430,,application/pdf,2089126,,,,,{3BD0E34D-5099-4471-9D4A-08D0EC6DB11D},1007,10-023,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/873/attachments/4430
1305,1306,UFA10052_ACOPROV.pdf,6098,,application/pdf,557212,,,,,{0F2DB295-6B47-4B67-8230-31A74FDAC6A2},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6098
1306,1307,UFA10060_AI.pdf,5344,,application/pdf,391884,,,,,{BFA78520-19E4-4BF3-84A5-78C63B3AB5D9},1046,10-060,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/922/attachments/5344
1307,1308,FC_YINGUL_APU_CLA_2009.pdf,5055,,application/pdf,493435,,,,,{79484704-9CEA-4001-BE84-1722683CC605},,YINGUI,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/945/attachments/5055
1308,1309,UFA09017_09018_RIA_2004_2.pdf,5864,,application/pdf,597398,,,,,{BFD6896C-B76C-4A54-B6E0-CABC2E0829D8},1050,09-018,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/798/attachments/5864
1309,1310,GIC ASCOBA AMS 2011.pdf,839,,application/pdf,1070603,,,,,{E0418179-15C3-4F57-88B5-54182E8CAE81},,10-02-502,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1739/attachments/839
1310,1311,UFA10058_CC.pdf,5413,,application/pdf,2196638,,,,,{724622CC-AE2C-485F-96DB-902B63F1E7CC},1009,10-058,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/899/attachments/5413
1311,1312,UFA09024_IF_2004.pdf,5854,,application/pdf,954939,,,,,{6B949151-C292-4ACB-8F5F-26B08A412B07},1037,09-024,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/912/attachments/5854
1312,1313,fcom_emergence_pater_AMS_2016.pdf,485,,application/pdf,759834,,,,,{0415F880-2615-4BDB-99C5-9896CCC859AB},,10-03-685,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2679/attachments/485
1313,1314,VC_09 01 324_2015.pdf,446,,application/pdf,2775590,,,,,{95933AD6-C435-48A4-B1B5-856FB19A8F53},,0901324,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/931/attachments/446
1314,1315,UFA00001_CEQTB.pdf,5910,,application/pdf,313180,,,,,{EFC91906-4EDC-4A53-A708-FCF872C7B78B},1075,00-001,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/812/attachments/5910
1315,1316,CP_FC doyang_2014.pdf,948,,application/pdf,717503,,,,,{02179E52-C4DC-4506-A9FE-A140F2AC8189},,014,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1569/attachments/948
1316,1317,FC_Doumé_APU.pdf,5518,,application/pdf,789322,,,,,{E9D1781E-A75D-47CB-B19E-7CAAD95D9F08},1489,DOUME,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/903/attachments/5518
1317,1318,FC_Ebolowa1er_Ebolow 2ème_AkomII_DECLA.pdf,5468,,application/pdf,3101424,,,,,{59251F8B-4ED4-421E-A565-EC3347DBA10D},1502,EBOLOWA1-EBOLOWA2-AKOM2,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/846/attachments/5468
1318,1319,ARRETE VC  09 02 210 SAL NDJIDA.pdf,2816,,application/pdf,281929,,,,,{47A36F56-DBAD-4091-9DF0-83372BC8A3D2},,0902210,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/4/3358/attachments/2816
1319,1320,UFA10062_Demande_AI.pdf,5328,,application/pdf,3866218,,,,,{EF53B9C3-66BF-46C5-9BFE-79D56F81280A},1047,10-062,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/777/attachments/5328
1320,1321,UFA10052_CML_2002.pdf,6050,,application/pdf,159112,,,,,{52990FF5-D629-4811-9A39-A68EA34B721F},1058,10-052,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/932/attachments/6050
1321,1322,UFA10015_DECLA_2005.pdf,4921,,application/pdf,168305,,,,,{043C0851-0281-41D6-B123-C60B03B404BB},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4921
1322,1323,UFA11004_Demande_CODEF.pdf,5085,,application/pdf,468318,,,,,{DB2850FD-7551-4A60-BF57-DD803B5AC28A},1089,11-004,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/928/attachments/5085
1323,1324,UFA10055_APU_CLA_2000.pdf,5022,,application/pdf,398100,,,,,{1410FE59-D014-4982-8975-319DDC691CCB},1071,10-055,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/898/attachments/5022
1324,1325,FC_Djoum_DECLA.pdf,5025,,application/pdf,1268273,,,,,{EF385982-67DF-48A9-9134-F02D79AD934E},1479,DJOUM,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/915/attachments/5025
1325,1326,FC_Lomié_APU.PDF,5323,,application/pdf,530179,,,,,{0BD86985-3498-4581-A126-A2424328C306},1492,LOMIE,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/918/attachments/5323
1326,1327,UFA09026_APROPA_2010.pdf,5184,,application/pdf,606222,,,,,{BD979E3E-9ADD-4DCF-8FE9-F275282DE2F3},1081,09-026,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/861/attachments/5184
1327,1328,UFA0003_DECLA_2005.pdf,4823,,application/pdf,5716014,,,,,{C4449025-9E4B-4014-ACD4-F7720A17789C},1025,10-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/1751/attachments/4823
1328,1329,UFA10041_DTRANS_Copie.pdf,4909,,application/pdf,268923,,,,,{3DD4CAAD-FBBB-4078-A166-13A8F138185E},1019,10-041,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/783/attachments/4909
1329,1330,UFA10054_APU_CLA.pdf,4982,,application/pdf,1119554,,,,,{69ED2824-C8D5-48BC-BBBD-D3011B826F9F},1012,10-054,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/817/attachments/4982
1330,1331,UFA10036_COPROV.pdf,5544,,application/pdf,2267883,,,,,{11FF5ED2-11C8-4536-A3BD-95F69D057EB0},1103,10-036,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/830/attachments/5544
1331,1332,UFA10051_CODEF_2010.pdf,5009,,application/pdf,59418,,,,,{EF4F959E-4430-4D33-B46A-0C97B74771D7},1015,10-051,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/929/attachments/5009
1332,1333,UFA10027_CC.pdf,5048,,application/pdf,6096193,,,,,{ECF72B4D-DBEA-4632-9F34-26589C0B3330},1097,10-027,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/835/attachments/5048
1333,1334,Ams_Gic Bememe_2014.pdf,853,,application/pdf,896742,,,,,{E038340A-A2B7-47C4-800B-7838D5D3BBE6},,10-02-567,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/1479/attachments/853
1334,1335,UFA10015_PGQ_2007.pdf,4818,,application/pdf,2015158,,,,,{C54B70AE-61A2-4773-AF2B-E1E06E2936E4},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/4818
1335,1336,UFA10015_CEQTB.pdf,5014,,application/pdf,501402,,,,,{D5C98B7A-1DC3-4196-9DC9-726041B1E2FD},1004,10-015,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/808/attachments/5014
1336,1337,UFA09022_EIE_2009.pdf,5862,,application/pdf,9058205,,,,,{9EEA6679-B5AB-450A-9E93-0A7BD226D1BC},1078,09-022,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/786/attachments/5862
1337,1338,UFA10049_RTRANS.pdf,5395,,application/pdf,371221,,,,,{1B642309-5DBC-45EA-8F0F-B044C01A55F9},1085,10-049,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/810/attachments/5395
1338,1339,UFA10011_APU_CLA_2000.pdf,4846,,application/pdf,62746,,,,,{32748F63-C7A7-4C7F-A9F8-B63F2A7792B2},1013,10-011,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/858/attachments/4846
1339,1340,UFA10056_CEQTB.pdf,6088,,application/pdf,428140,,,,,{F3C0EB61-DF47-4B1E-9D2E-7BAB9DC953E4},1066,10-056,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/914/attachments/6088
1340,1341,UFA_00-002_PA_2007.pdf,4584,,application/pdf,7599914,,,,,{5D4B7638-78A4-4C1B-A49D-3B058BF252CD},1075,00-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/837/attachments/4584
1341,1342,Annexe 10-010.pdf,6884,,application/pdf,1117417,,,,,{26C0D8AA-4318-4D50-8729-32785C05C07E},1053,10-010,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/934/attachments/6884
1342,1343,UFA09017_NRECIM.pdf,6010,,application/pdf,298531,,,,,{93F38F71-3E76-4E40-A079-DEAFCF251566},1050,09-017,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/884/attachments/6010
1343,1344,Fcom_CODAT_AMS_16082016.pdf,819,,application/pdf,992055,,,,,{D05D542D-CE5D-4BF7-B254-97876B87910A},,09-03-682,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2676/attachments/819
1344,1345,Fcom_ASCONNED_CP_22062015.pdf,443,,application/pdf,2152880,,,,,{D5453D9F-C82D-4870-98A2-C79D7DA0DA40},,10-02-604,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/3/2638/attachments/443
1345,1346,UFA11002_COPROV_2002.pdf,5434,,application/pdf,100399,,,,,{3393C3EB-48C9-468E-A646-0DBEF0AE3F8A},1068,11-002,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/834/attachments/5434
1346,1347,UFA10046_COPROV_2000.pdf,5521,,application/pdf,192008,,,,,{C1A9B8F9-D4AA-4CA3-A453-E4B7636574E8},1046,10-046,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/839/attachments/5521
1347,1348,UFA_09_007_008_IF_2007.pdf,1249,,application/pdf,3399067,,,,,{F655664F-836E-4835-87BC-A67CFD932507},1073,09-008,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/866/attachments/1249
1348,1349,UFA08003_AMS_2.pdf,4716,,application/pdf,257169,,,,,{A5B516B8-FFF5-45AA-BBE1-0F86386DB105},1020,08-003,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/800/attachments/4716
1349,1350,UFA10053_AGPF.pdf,6066,,application/pdf,570622,,,,,{09D73103-4293-4023-8D9D-0CF419C7232E},1072,10-053,,https://gis.forest-atlas.org/server/rest/services/otp/cmr/MapServer/0/939/attachments/6066
